date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:50:32	76/76	---MCZ	200	added ('OK')	text/plain	date:Wed,%2008%20Jul%202020%2022:50:32%20GMT	https://eliminadordeansiedade.com/robots.txt		(from )
19:50:32	419045/419045	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2022:50:32%20GMT	https://eliminadordeansiedade.com/	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/index.html	(from )
19:50:32	223249/223249	---MCZ	200	added ('OK')	text/css	etag:W/%223b664-5a9e7d7e7b63d-gzip%22	https://eliminadordeansiedade.com/wp-content/plugins/op-builder/public/assets/cache/page-677.css	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/plugins/op-builder/public/assets/cache/page-677.css	(from https://eliminadordeansiedade.com/)
19:50:32	671901/671901	---M--	200	added ('OK')	image/png	etag:%22a409d-5a5f78649f68b%22	https://eliminadordeansiedade.com/wp-content/uploads/2020/05/5ec34c5f2e1c2.png	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/uploads/2020/05/5ec34c5f2e1c2.png	(from https://eliminadordeansiedade.com/)
19:50:32	96866/96866	---MCZ	200	added ('OK')	application/javascript	etag:W/%2217a69-5890dc7401880-gzip%22	https://eliminadordeansiedade.com/wp-includes/js/jquery/jquery.js	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-includes/js/jquery/jquery.js	(from https://eliminadordeansiedade.com/)
19:50:33	10056/10056	---M-Z	200	added ('OK')	application/javascript	etag:%222748-5333ff613c400-gzip%22	https://eliminadordeansiedade.com/wp-includes/js/jquery/jquery-migrate.min.js	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-includes/js/jquery/jquery-migrate.min.js	(from https://eliminadordeansiedade.com/)
19:50:33	337/337	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jul%202020%2022:50:33%20GMT	https://eliminadordeansiedade.com/xmlrpc.php?rsd	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/xmlrpc0db0.php	(from https://eliminadordeansiedade.com/)
19:50:33	852/852	---MCZ	200	added ('OK')	application/rss+xml	etag:%22d1a5eaecba7e34db9ef419f21d969a22%22	https://eliminadordeansiedade.com/feed/	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/feed/index.html	(from https://eliminadordeansiedade.com/)
19:50:33	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0-gzip%22	https://eliminadordeansiedade.com/wp-includes/wlwmanifest.xml	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-includes/wlwmanifest.xml	(from https://eliminadordeansiedade.com/)
19:50:33	752/752	---MCZ	200	added ('OK')	application/rss+xml	etag:%22b68b5f2a040f06a87e8569ad3bbf03af%22	https://eliminadordeansiedade.com/comments/feed/	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/comments/feed/index.html	(from https://eliminadordeansiedade.com/)
19:50:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jul%202020%2022:50:34%20GMT	http://eliminadordeansiedade.com/?rsd	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/index0db0.html	(from https://eliminadordeansiedade.com/)
19:50:34	2719/2719	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Jul%202020%2022:50:34%20GMT	https://eliminadordeansiedade.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Feliminadordeansiedade.com%2F	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-json/oembed/1.0/embedbf29.json	(from https://eliminadordeansiedade.com/)
19:50:34	110804/110804	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Jul%202020%2022:50:34%20GMT	https://eliminadordeansiedade.com/wp-json/	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-json/index.html	(from https://eliminadordeansiedade.com/)
19:50:34	2861/2861	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Jul%202020%2022:50:35%20GMT	https://eliminadordeansiedade.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Feliminadordeansiedade.com%2F&format=xml	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-json/oembed/1.0/embed99cf	(from https://eliminadordeansiedade.com/)
19:50:34	137171/137171	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2008%20Jul%202020%2022:50:35%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Os%20meus%20Sites/Eliminador/connect.facebook.net/en_US/fbevents.js	(from https://eliminadordeansiedade.com/)
19:50:35	176074/176074	---M--	200	added ('OK')	image/png	etag:%222afca-5a6c037b5a7f0%22	https://eliminadordeansiedade.com/wp-content/uploads/2020/05/Background-youtube-3.png	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/uploads/2020/05/Background-youtube-3.png	(from https://eliminadordeansiedade.com/)
19:50:35	23907/23907	---MCZ	200	added ('OK')	text/css	etag:W/%226c97-5a5c858190c53-gzip%22	https://eliminadordeansiedade.com/wp-content/plugins/notificacoes-da-escassez/assets/css/lobibox.css	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/plugins/notificacoes-da-escassez/assets/css/lobibox.css	(from https://eliminadordeansiedade.com/)
19:50:35	56369/56369	---MCZ	200	added ('OK')	text/css	etag:W/%2211a43-5a5c858191bf3-gzip%22	https://eliminadordeansiedade.com/wp-content/plugins/notificacoes-da-escassez/assets/css/animate.css	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/plugins/notificacoes-da-escassez/assets/css/animate.css	(from https://eliminadordeansiedade.com/)
19:50:36	86709/86709	---MC-	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.1.1/jquery.min.js	C:/Os%20meus%20Sites/Eliminador/ajax.googleapis.com/ajax/libs/jquery/3.1.1/jquery.min.js	(from https://eliminadordeansiedade.com/)
19:50:36	27093/27093	---MCZ	200	added ('OK')	application/javascript	etag:W/%22de73-5a5c858191bf3-gzip%22	https://eliminadordeansiedade.com/wp-content/plugins/notificacoes-da-escassez/assets/js/lobibox.js	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/plugins/notificacoes-da-escassez/assets/js/lobibox.js	(from https://eliminadordeansiedade.com/)
19:50:36	8579/8579	---MCZ	200	added ('OK')	application/javascript	etag:W/%224634-5a5c858191bf3-gzip%22	https://eliminadordeansiedade.com/wp-content/plugins/notificacoes-da-escassez/assets/js/notifications.js	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/plugins/notificacoes-da-escassez/assets/js/notifications.js	(from https://eliminadordeansiedade.com/)
19:50:36	1689/1689	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4950-699%22	https://cdnjs.cloudflare.com/ajax/libs/js-cookie/2.2.0/js.cookie.min.js	C:/Os%20meus%20Sites/Eliminador/cdnjs.cloudflare.com/ajax/libs/js-cookie/2.2.0/js.cookie.min.js	(from https://eliminadordeansiedade.com/)
19:50:37	38942/38942	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d85f15d-981e%22	https://cdnjs.cloudflare.com/ajax/libs/mobile-detect/1.4.4/mobile-detect.min.js	C:/Os%20meus%20Sites/Eliminador/cdnjs.cloudflare.com/ajax/libs/mobile-detect/1.4.4/mobile-detect.min.js	(from https://eliminadordeansiedade.com/)
19:50:37	78518/78518	---M--	200	added ('OK')	image/png	etag:%22132b6-5a5b6371dd5c4%22	https://eliminadordeansiedade.com/wp-content/uploads/2020/05/img10.png	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/uploads/2020/05/img10.png	(from https://eliminadordeansiedade.com/)
19:50:37	68050/68050	---M--	200	added ('OK')	image/png	etag:%22109d2-5a5b65ca25e05%22	https://eliminadordeansiedade.com/wp-content/uploads/2020/05/img11.png	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/uploads/2020/05/img11.png	(from https://eliminadordeansiedade.com/)
19:50:37	50550/50550	---M--	200	added ('OK')	image/png	etag:%22c576-5a5b6d675485d%22	https://eliminadordeansiedade.com/wp-content/uploads/2020/05/img12.png	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/uploads/2020/05/img12.png	(from https://eliminadordeansiedade.com/)
19:50:37	64316/64316	---M--	200	added ('OK')	image/png	etag:%22fb3c-5a5b733c8f518%22	https://eliminadordeansiedade.com/wp-content/uploads/2020/05/img13.png	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/uploads/2020/05/img13.png	(from https://eliminadordeansiedade.com/)
19:50:38	183998/183998	---M--	200	added ('OK')	image/png	etag:%222cebe-5a5e53f6a25d8%22	https://eliminadordeansiedade.com/wp-content/uploads/2020/05/KIT-COMPLETO2-1.png	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/uploads/2020/05/KIT-COMPLETO2-1.png	(from https://eliminadordeansiedade.com/)
19:50:38	111636/111636	---M--	200	added ('OK')	image/png	etag:%221b414-5a5f92225f00a%22	https://eliminadordeansiedade.com/wp-content/uploads/2020/05/KIT-COMPLETO2-mobile-2.png	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/uploads/2020/05/KIT-COMPLETO2-mobile-2.png	(from https://eliminadordeansiedade.com/)
19:50:38	134893/134893	---M--	200	added ('OK')	image/png	etag:%2220eed-5a5e4dcbdaed1%22	https://eliminadordeansiedade.com/wp-content/uploads/2020/05/Sua-Ansiedade-Abaixo-de-Zero-T2.png	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/uploads/2020/05/Sua-Ansiedade-Abaixo-de-Zero-T2.png	(from https://eliminadordeansiedade.com/)
19:50:38	114047/114047	---M--	200	added ('OK')	image/png	etag:%221bd7f-5a5f97a8bc429%22	https://eliminadordeansiedade.com/wp-content/uploads/2020/05/Sua-Ansiedade-Abaixo-de-Zero-mobile-1.png	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/uploads/2020/05/Sua-Ansiedade-Abaixo-de-Zero-mobile-1.png	(from https://eliminadordeansiedade.com/)
19:50:39	178642/178642	---M--	200	added ('OK')	image/png	etag:%222b9d2-5a5e4dc94e934%22	https://eliminadordeansiedade.com/wp-content/uploads/2020/05/P%c3%adlulas-Da-Anti-Ansiedade-T2.png	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/uploads/2020/05/P%c3%adlulas-Da-Anti-Ansiedade-T2.png	(from https://eliminadordeansiedade.com/)
19:50:39	145119/145119	---M--	200	added ('OK')	image/png	etag:%22236df-5a5f9cc4dfd9b%22	https://eliminadordeansiedade.com/wp-content/uploads/2020/05/P%c3%adlulas-Da-Anti-Ansiedade-mobile-1.png	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/uploads/2020/05/P%c3%adlulas-Da-Anti-Ansiedade-mobile-1.png	(from https://eliminadordeansiedade.com/)
19:50:39	134877/134877	---M--	200	added ('OK')	image/png	etag:%2220edd-5a5e4dca9d8a3%22	https://eliminadordeansiedade.com/wp-content/uploads/2020/05/Profunda-Paz-Interior-T2.png	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/uploads/2020/05/Profunda-Paz-Interior-T2.png	(from https://eliminadordeansiedade.com/)
19:50:39	101501/101501	---M--	200	added ('OK')	image/png	etag:%2218c7d-5a5f9e97ce5fa%22	https://eliminadordeansiedade.com/wp-content/uploads/2020/05/Profunda-Paz-Interior-mobile.png	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/uploads/2020/05/Profunda-Paz-Interior-mobile.png	(from https://eliminadordeansiedade.com/)
19:50:39	134405/134405	---M--	200	added ('OK')	image/png	etag:%2220d05-5a5e4dc828a07%22	https://eliminadordeansiedade.com/wp-content/uploads/2020/05/A-Cura-do-Corpo-e-da-Alma-T2.png	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/uploads/2020/05/A-Cura-do-Corpo-e-da-Alma-T2.png	(from https://eliminadordeansiedade.com/)
19:50:40	93710/93710	---M--	200	added ('OK')	image/png	etag:%2216e0e-5a603c83a7122%22	https://eliminadordeansiedade.com/wp-content/uploads/2020/05/A-Cura-do-Corpo-e-da-Alma-mobile.png	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/uploads/2020/05/A-Cura-do-Corpo-e-da-Alma-mobile.png	(from https://eliminadordeansiedade.com/)
19:50:40	110307/110307	---M--	200	added ('OK')	image/jpeg	etag:%221aee3-5a5c9690b780e%22	https://eliminadordeansiedade.com/wp-content/uploads/2020/05/cerebro-1.jpg	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/uploads/2020/05/cerebro-1.jpg	(from https://eliminadordeansiedade.com/)
19:50:40	81316/81316	---M--	200	added ('OK')	image/png	etag:%2213da4-5a6048e472326%22	https://eliminadordeansiedade.com/wp-content/uploads/2020/05/hemisf%c3%a9rio-sync.png	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/uploads/2020/05/hemisf%c3%a9rio-sync.png	(from https://eliminadordeansiedade.com/)
19:50:40	251710/251710	---M--	200	added ('OK')	image/png	etag:%223d73e-5a4a4d71c023c%22	https://eliminadordeansiedade.com/wp-content/uploads/2020/05/ebook.png	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/uploads/2020/05/ebook.png	(from https://eliminadordeansiedade.com/)
19:50:41	205450/205450	---M--	200	added ('OK')	image/png	etag:%223228a-5a4a4d731dc0c%22	https://eliminadordeansiedade.com/wp-content/uploads/2020/05/Checklist.png	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/uploads/2020/05/Checklist.png	(from https://eliminadordeansiedade.com/)
19:50:41	277115/277115	---M--	200	added ('OK')	image/png	etag:%2243a7b-5a4a4d735d3af%22	https://eliminadordeansiedade.com/wp-content/uploads/2020/05/Mapa-Mental.png	C:/Os%20meus%20Sites/Eliminador/eliminadordeansiedade.com/wp-content/uploads/2020/05/Mapa-Mental.png	(from https://eliminadordeansiedade.com/)
